userID,venueID,date,year,monthOfYear,dayOfWeek,dayOfMonth,dayHour,visitCount
149491,7489,2012-01-30,2012,1,2,30,11,16
149491,8449,2012-03-16,2012,3,6,16,16,16
149491,21948,2012-03-16,2012,3,6,16,18,16
149491,7489,2012-03-17,2012,3,7,17,0,16
149491,8449,2012-03-30,2012,3,6,30,20,16
149491,7489,2012-04-02,2012,4,2,2,13,16
149491,2964,2012-04-02,2012,4,2,2,15,16
156667,1028,2011-12-10,2011,12,7,10,10,5
156667,342006,2012-01-26,2012,1,5,26,13,5
156667,7620,2012-01-26,2012,1,5,26,18,5
156667,7620,2012-03-17,2012,3,7,17,0,5
156667,21948,2012-03-17,2012,3,7,17,3,5
163740,4202,2012-03-18,2012,3,1,18,17,6
163740,23558,2011-12-23,2011,12,6,23,21,6
163740,7489,2012-03-18,2012,3,1,18,20,6
163740,29488,2012-03-19,2012,3,2,19,2,6
163740,280373,2012-01-30,2012,1,2,30,3,6
163740,280373,2012-01-31,2012,1,3,31,11,6
181169,34750,2012-04-21,2012,4,7,21,23,5
181169,347391,2011-12-10,2011,12,7,10,4,5
181169,5222,2011-12-26,2011,12,2,26,0,5
181169,111655,2011-12-23,2011,12,6,23,3,5
181169,11195,2012-04-12,2012,4,5,12,11,5
181423,11195,2011-12-13,2011,12,3,13,20,6
181423,5222,2011-12-14,2011,12,4,14,3,6
181423,7284,2011-12-24,2011,12,7,24,21,6
181423,11195,2011-12-25,2011,12,1,25,0,6
181423,11195,2012-01-28,2012,1,7,28,19,6
181423,31311,2012-01-28,2012,1,7,28,21,6
182305,788,2011-12-23,2011,12,6,23,19,7
182305,10936,2011-12-26,2011,12,2,26,14,7
182305,10936,2011-12-24,2011,12,7,24,17,7
182305,10936,2012-01-25,2012,1,4,25,23,7
182305,49970,2012-01-27,2012,1,6,27,1,7
182305,49832,2012-01-29,2012,1,1,29,6,7
182305,28193,2012-04-03,2012,4,3,3,0,7
182937,36076,2011-12-13,2011,12,3,13,0,5
182937,114777,2011-12-13,2011,12,3,13,2,5
182937,32124,2011-12-22,2011,12,5,22,23,5
182937,32124,2011-12-23,2011,12,6,23,3,5
182937,21948,2012-01-26,2012,1,5,26,0,5
187272,160031,2011-12-09,2011,12,6,9,2,9
187272,142566,2011-12-10,2011,12,7,10,12,9
187272,7284,2011-12-10,2011,12,7,10,15,9
187272,235939,2012-01-27,2012,1,6,27,17,9
187272,90472,2012-01-29,2012,1,1,29,23,9
187272,4432,2012-03-05,2012,3,2,5,20,9
187272,7620,2012-03-05,2012,3,2,5,23,9
187272,7620,2012-03-05,2012,3,2,5,23,9
187272,815,2012-03-17,2012,3,7,17,2,9
197599,11138,2012-04-21,2012,4,7,21,13,12
197599,11138,2012-04-07,2012,4,7,7,3,12
197599,11195,2012-04-11,2012,4,4,11,10,12
197599,280373,2011-12-25,2011,12,1,25,12,12
197599,2964,2011-12-11,2011,12,1,11,19,12
197599,29488,2011-12-25,2011,12,1,25,15,12
197599,11195,2011-12-11,2011,12,1,11,22,12
197599,13909,2011-12-13,2011,12,3,13,23,12
197599,157566,2011-12-24,2011,12,7,24,5,12
197599,11195,2012-01-25,2012,1,4,25,19,12
197599,11138,2012-03-16,2012,3,6,16,13,12
197599,8449,2012-04-11,2012,4,4,11,1,12
249782,17429,2011-12-10,2011,12,7,10,0,6
249782,2964,2011-12-10,2011,12,7,10,13,6
249782,32679,2011-12-10,2011,12,7,10,19,6
249782,32679,2011-12-14,2011,12,4,14,0,6
249782,2964,2011-12-14,2011,12,4,14,5,6
249782,243308,2012-03-17,2012,3,7,17,21,6
265425,49875,2011-12-12,2011,12,2,12,1,6
265425,194088,2011-12-11,2011,12,1,11,21,6
265425,181287,2012-01-26,2012,1,5,26,2,6
265425,9822,2012-01-28,2012,1,7,28,1,6
265425,305983,2012-01-28,2012,1,7,28,6,6
265425,305983,2012-01-31,2012,1,3,31,7,6
276758,56548,2011-12-12,2011,12,2,12,4,11
276758,12004,2011-12-12,2011,12,2,12,19,11
276758,12004,2012-01-23,2012,1,2,23,17,11
276758,4432,2012-01-23,2012,1,2,23,19,11
276758,2297,2012-01-24,2012,1,3,24,2,11
276758,3104,2012-01-25,2012,1,4,25,21,11
276758,12004,2012-01-26,2012,1,5,26,4,11
276758,621683,2012-01-26,2012,1,5,26,20,11
276758,8449,2012-01-30,2012,1,2,30,6,11
276758,12004,2012-03-19,2012,3,2,19,19,11
276758,5222,2012-04-02,2012,4,2,2,5,11
281298,15889,2012-01-27,2012,1,6,27,1,5
281298,7620,2012-01-27,2012,1,6,27,6,5
281298,8732,2012-01-27,2012,1,6,27,8,5
281298,7620,2012-01-30,2012,1,2,30,1,5
281298,15889,2012-01-30,2012,1,2,30,5,5
284824,23558,2011-12-10,2011,12,7,10,0,7
284824,5222,2011-12-09,2011,12,6,9,17,7
284824,23558,2011-12-25,2011,12,1,25,22,7
284824,5222,2012-01-25,2012,1,4,25,20,7
284824,17099,2012-01-28,2012,1,7,28,0,7
284824,5222,2012-01-28,2012,1,7,28,16,7
284824,23558,2012-01-28,2012,1,7,28,22,7
297739,11492,2011-12-11,2011,12,1,11,2,7
297739,28304,2012-04-22,2012,4,1,22,22,7
297739,11492,2012-01-27,2012,1,6,27,23,7
297739,85220,2012-01-28,2012,1,7,28,3,7
297739,11492,2012-01-28,2012,1,7,28,5,7
297739,17720,2011-12-11,2011,12,1,11,1,7
297739,301823,2011-12-11,2011,12,1,11,6,7
333657,7284,2011-12-26,2011,12,2,26,19,5
333657,10078,2011-12-27,2011,12,3,27,2,5
333657,7204,2012-01-31,2012,1,3,31,5,5
333657,9310,2012-04-02,2012,4,2,2,20,5
333657,32270,2012-04-03,2012,4,3,3,1,5
337717,9640,2011-12-10,2011,12,7,10,2,6
337717,2297,2012-04-22,2012,4,1,22,19,6
337717,9822,2012-04-23,2012,4,2,23,0,6
337717,6384,2011-12-25,2011,12,1,25,1,6
337717,80481,2011-12-10,2011,12,7,10,17,6
337717,819,2011-12-24,2011,12,7,24,1,6
338222,72381,2012-04-21,2012,4,7,21,23,14
338222,54377,2012-04-22,2012,4,1,22,3,14
338222,4432,2011-12-12,2011,12,2,12,3,14
338222,54296,2012-03-18,2012,3,1,18,18,14
338222,509353,2012-03-20,2012,3,3,20,2,14
338222,250795,2012-03-17,2012,3,7,17,2,14
338222,151138,2012-03-17,2012,3,7,17,19,14
338222,151169,2012-03-17,2012,3,7,17,21,14
338222,62118,2012-03-18,2012,3,1,18,3,14
338222,94926,2012-03-18,2012,3,1,18,6,14
338222,42342,2012-03-24,2012,3,7,24,17,14
338222,1074548,2012-03-24,2012,3,7,24,20,14
338222,250795,2012-03-31,2012,3,7,31,16,14
338222,94926,2012-04-01,2012,4,1,1,6,14
339887,23558,2012-04-17,2012,4,3,17,13,7
339887,7491,2012-04-22,2012,4,1,22,20,7
339887,53196,2011-12-27,2011,12,3,27,5,7
339887,23558,2012-01-26,2012,1,5,26,11,7
339887,23558,2012-03-17,2012,3,7,17,0,7
339887,23558,2012-03-17,2012,3,7,17,11,7
339887,11138,2012-03-23,2012,3,6,23,19,7
349132,152868,2011-12-23,2011,12,6,23,5,5
349132,7620,2011-12-24,2011,12,7,24,19,5
349132,2297,2011-12-25,2011,12,1,25,2,5
349132,19633,2012-01-27,2012,1,6,27,5,5
349132,227387,2012-03-18,2012,3,1,18,2,5
356999,114174,2011-12-14,2011,12,4,14,0,5
356999,2540,2012-01-26,2012,1,5,26,0,5
356999,11905,2012-01-26,2012,1,5,26,21,5
356999,23558,2012-01-30,2012,1,2,30,21,5
356999,45882,2012-03-20,2012,3,3,20,1,5
359263,782,2011-12-09,2011,12,6,9,1,7
359263,17416,2011-12-11,2011,12,1,11,20,7
359263,34452,2011-12-12,2011,12,2,12,23,7
359263,34452,2012-01-23,2012,1,2,23,23,7
359263,34452,2012-01-26,2012,1,5,26,22,7
359263,17416,2012-01-29,2012,1,1,29,3,7
359263,1068676,2012-01-30,2012,1,2,30,3,7
368081,1247,2011-12-11,2011,12,1,11,2,5
368081,56580,2011-12-23,2011,12,6,23,3,5
368081,4662,2012-01-23,2012,1,2,23,19,5
368081,77845,2012-01-26,2012,1,5,26,16,5
368081,4662,2012-01-30,2012,1,2,30,14,5
369018,5222,2011-12-11,2011,12,1,11,23,5
369018,86412,2011-12-14,2011,12,4,14,17,5
369018,5222,2012-01-26,2012,1,5,26,4,5
369018,9822,2011-12-09,2011,12,6,9,12,5
369018,30939,2011-12-09,2011,12,6,9,1,5
369447,66465,2011-12-10,2011,12,7,10,6,6
369447,32124,2011-12-09,2011,12,6,9,4,6
369447,32124,2011-12-24,2011,12,7,24,4,6
369447,620692,2011-12-24,2011,12,7,24,9,6
369447,159007,2011-12-24,2011,12,7,24,18,6
369447,9822,2012-03-19,2012,3,2,19,10,6
369758,81495,2011-12-10,2011,12,7,10,4,6
369758,10344,2011-12-11,2011,12,1,11,6,6
369758,64,2011-12-11,2011,12,1,11,14,6
369758,2421,2011-12-23,2011,12,6,23,21,6
369758,54868,2012-01-24,2012,1,3,24,1,6
369758,4432,2012-04-06,2012,4,6,6,18,6
381889,662413,2012-04-21,2012,4,7,21,19,8
381889,190622,2012-04-20,2012,4,6,20,18,8
381889,190622,2012-04-20,2012,4,6,20,18,8
381889,235528,2012-04-21,2012,4,7,21,1,8
381889,235528,2012-04-22,2012,4,1,22,6,8
381889,719816,2012-04-22,2012,4,1,22,22,8
381889,871724,2012-03-31,2012,3,7,31,20,8
381889,516185,2012-03-17,2012,3,7,17,21,8
403452,54369,2012-04-22,2012,4,1,22,3,15
403452,443480,2012-03-18,2012,3,1,18,18,15
403452,12029,2011-12-24,2011,12,7,24,19,15
403452,3075,2011-12-26,2011,12,2,26,19,15
403452,54431,2012-01-28,2012,1,7,28,2,15
403452,239318,2012-03-16,2012,3,6,16,18,15
403452,54825,2012-03-20,2012,3,3,20,1,15
403452,54431,2012-03-17,2012,3,7,17,2,15
403452,670052,2012-03-17,2012,3,7,17,21,15
403452,54431,2012-03-18,2012,3,1,18,0,15
403452,445022,2012-03-18,2012,3,1,18,2,15
403452,54309,2012-03-23,2012,3,6,23,18,15
403452,755695,2012-04-01,2012,4,1,1,17,15
403452,297232,2012-04-02,2012,4,2,2,16,15
403452,206914,2012-04-13,2012,4,6,13,2,15
406215,90472,2011-12-09,2011,12,6,9,23,14
406215,52660,2011-12-08,2011,12,5,8,22,14
406215,52660,2011-12-10,2011,12,7,10,16,14
406215,52660,2011-12-11,2011,12,1,11,4,14
406215,52660,2011-12-12,2011,12,2,12,22,14
406215,52660,2011-12-13,2011,12,3,13,21,14
406215,33767,2011-12-23,2011,12,6,23,22,14
406215,52660,2012-01-23,2012,1,2,23,14,14
406215,52101,2012-01-26,2012,1,5,26,16,14
406215,52660,2012-01-26,2012,1,5,26,22,14
406215,52660,2012-01-27,2012,1,6,27,15,14
406215,52101,2012-03-17,2012,3,7,17,13,14
406215,52101,2012-03-24,2012,3,7,24,13,14
406215,9822,2012-04-01,2012,4,1,1,11,14
410753,33056,2011-12-24,2011,12,7,24,1,5
410753,565442,2011-12-24,2011,12,7,24,16,5
410753,12004,2012-03-19,2012,3,2,19,13,5
410753,25610,2012-03-19,2012,3,2,19,18,5
410753,23558,2012-03-19,2012,3,2,19,20,5
413647,244579,2012-04-22,2012,4,1,22,7,11
413647,244579,2012-04-22,2012,4,1,22,7,11
413647,4432,2011-12-23,2011,12,6,23,17,11
413647,4432,2011-12-26,2011,12,2,26,16,11
413647,299181,2011-12-24,2011,12,7,24,23,11
413647,844288,2012-03-19,2012,3,2,19,4,11
413647,54830,2012-03-19,2012,3,2,19,6,11
413647,88442,2012-03-17,2012,3,7,17,7,11
413647,275494,2012-04-01,2012,4,1,1,5,11
413647,43946,2012-04-01,2012,4,1,1,7,11
413647,315711,2012-04-03,2012,4,3,3,5,11
419027,28193,2011-12-09,2011,12,6,9,0,10
419027,93984,2011-12-09,2011,12,6,9,2,10
419027,20678,2011-12-08,2011,12,5,8,23,10
419027,265483,2011-12-10,2011,12,7,10,22,10
419027,12022,2011-12-11,2011,12,1,11,2,10
419027,6726,2011-12-13,2011,12,3,13,19,10
419027,307629,2012-01-24,2012,1,3,24,1,10
419027,219703,2012-01-25,2012,1,4,25,22,10
419027,51062,2012-03-19,2012,3,2,19,23,10
419027,11492,2012-03-16,2012,3,6,16,23,10
437368,56672,2011-12-13,2011,12,3,13,21,5
437368,11195,2011-12-14,2011,12,4,14,11,5
437368,7284,2011-12-14,2011,12,4,14,14,5
437368,11195,2012-03-18,2012,3,1,18,21,5
437368,7284,2012-03-19,2012,3,2,19,1,5
450755,49219,2011-12-11,2011,12,1,11,22,5
450755,315947,2011-12-09,2011,12,6,9,12,5
450755,195783,2011-12-10,2011,12,7,10,14,5
450755,1005775,2011-12-11,2011,12,1,11,1,5
450755,975460,2011-12-12,2011,12,2,12,13,5
453077,7491,2011-12-24,2011,12,7,24,18,5
453077,60,2011-12-24,2011,12,7,24,20,5
453077,60,2011-12-27,2011,12,3,27,1,5
453077,7491,2011-12-27,2011,12,3,27,5,5
453077,7611,2012-01-30,2012,1,2,30,5,5
455124,33484,2011-12-10,2011,12,7,10,0,27
455124,17722,2011-12-25,2011,12,1,25,20,27
455124,11492,2011-12-25,2011,12,1,25,20,27
455124,17722,2011-12-26,2011,12,2,26,6,27
455124,11492,2011-12-24,2011,12,7,24,0,27
455124,17722,2011-12-24,2011,12,7,24,1,27
455124,11492,2011-12-26,2011,12,2,26,20,27
455124,17722,2011-12-27,2011,12,3,27,6,27
455124,315403,2012-01-23,2012,1,2,23,19,27
455124,831666,2012-01-24,2012,1,3,24,2,27
455124,11492,2012-01-24,2012,1,3,24,6,27
455124,66843,2012-01-25,2012,1,4,25,19,27
455124,11492,2012-01-26,2012,1,5,26,3,27
455124,17722,2012-01-26,2012,1,5,26,4,27
455124,17722,2012-01-26,2012,1,5,26,12,27
455124,293537,2012-01-26,2012,1,5,26,12,27
455124,132792,2012-01-26,2012,1,5,26,12,27
455124,11492,2012-01-27,2012,1,6,27,0,27
455124,17722,2012-01-27,2012,1,6,27,1,27
455124,132792,2012-01-27,2012,1,6,27,13,27
455124,63728,2012-01-27,2012,1,6,27,18,27
455124,33767,2012-01-28,2012,1,7,28,5,27
455124,11492,2012-01-28,2012,1,7,28,12,27
455124,11492,2012-01-29,2012,1,1,29,0,27
455124,17722,2012-01-29,2012,1,1,29,1,27
455124,11492,2012-03-05,2012,3,2,5,20,27
455124,29488,2012-04-03,2012,4,3,3,0,27
459651,90472,2012-04-22,2012,4,1,22,18,5
459651,9132,2012-03-19,2012,3,2,19,19,5
459651,36563,2012-03-30,2012,3,6,30,16,5
459651,2964,2012-04-02,2012,4,2,2,23,5
459651,229944,2012-04-03,2012,4,3,3,1,5
459756,2964,2011-12-11,2011,12,1,11,20,8
459756,10936,2011-12-13,2011,12,3,13,3,8
459756,2964,2011-12-24,2011,12,7,24,0,8
459756,10936,2012-01-26,2012,1,5,26,20,8
459756,188621,2012-01-30,2012,1,2,30,1,8
459756,55833,2012-01-30,2012,1,2,30,13,8
459756,10936,2012-01-30,2012,1,2,30,17,8
459756,7284,2012-03-24,2012,3,7,24,17,8
464269,2964,2012-04-20,2012,4,6,20,21,7
464269,10112,2011-12-10,2011,12,7,10,1,7
464269,3059,2011-12-10,2011,12,7,10,5,7
464269,323671,2011-12-13,2011,12,3,13,0,7
464269,7284,2011-12-14,2011,12,4,14,1,7
464269,7491,2012-04-01,2012,4,1,1,21,7
464269,2964,2012-04-02,2012,4,2,2,3,7
507489,12970,2011-12-27,2011,12,3,27,3,5
507489,12004,2012-03-31,2012,3,7,31,18,5
507489,22952,2012-03-31,2012,3,7,31,18,5
507489,22952,2012-04-01,2012,4,1,1,0,5
507489,22952,2012-04-03,2012,4,3,3,4,5
